Valencia,21/04/2022,42
Palencia,03/07/2022,39
Madrid,13/03/2022,43
Cuenca,26/02/2022,45
Albacete,07/03/2022,52
Albacete,02/11/2022,46
Toledo,12/12/2021,54
Toledo,19/11/2021,34
Salamanca,16/04/2022,43
Badajoz,06/05/2022,36
Albacete,06/10/2022,48
Valencia,14/12/2021,30
Soria,09/05/2022,54
Madrid,10/04/2022,48
Palencia,07/03/2022,42
Burgos,23/08/2022,34
Madrid,11/11/2021,33
Albacete,18/05/2022,36
Leon,14/07/2022,31
Salamanca,17/10/2022,42
Albacete,24/09/2022,44
Soria,14/10/2022,36
Badajoz,13/04/2022,32
Albacete,27/06/2022,42
Leon,20/06/2022,54
Badajoz,08/12/2022,35
Leon,25/12/2021,40
Salamanca,19/03/2022,37
Murcia,30/06/2022,40
Soria,31/08/2022,45
Cuenca,21/10/2022,55
Madrid,15/08/2022,41
Badajoz,04/11/2022,44
Soria,06/09/2022,44
Albacete,11/05/2022,42
Cuenca,28/11/2021,45
Salamanca,08/01/2022,38
Albacete,16/09/2022,42
Madrid,09/06/2022,39
Soria,03/04/2022,37
Toledo,23/01/2022,32
Toledo,23/07/2022,53
Palencia,25/06/2022,38
Cuenca,22/07/2022,32
Badajoz,09/06/2022,44
Murcia,29/03/2022,43
Cuenca,12/04/2021,47
Albacete,18/02/2022,52
Leon,06/09/2022,35
Madrid,09/10/2022,35
Badajoz,13/08/2022,31
Cuenca,21/08/2022,43
Leon,04/10/2022,33
Madrid,31/03/2022,46
Murcia,15/10/2021,48
Palencia,29/04/2022,54
Toledo,24/07/2022,30
Salamanca,31/08/2022,36
Madrid,21/12/2021,38
Murcia,19/12/2021,48
Valencia,24/11/2021,42
Cuenca,08/06/2022,47
Albacete,15/07/2022,37
Leon,23/02/2022,48
Burgos,07/04/2022,50
Madrid,10/04/2022,43
Leon,09/12/2022,52
Toledo,16/06/2022,35
Valencia,15/05/2022,42
Valencia,05/04/2022,37
Burgos,14/05/2022,43
Palencia,02/11/2022,55
Madrid,28/10/2021,39
Madrid,17/08/2022,45
Murcia,20/10/2021,50
Soria,16/10/2021,41
Burgos,05/01/2022,55
Salamanca,04/04/2022,34
Toledo,20/02/2022,31
Palencia,14/08/2022,33
Madrid,22/10/2021,34
Madrid,28/11/2021,40
Burgos,25/04/2022,44
Burgos,30/12/2021,30
Soria,14/12/2021,53
Toledo,24/01/2022,44
Leon,10/04/2021,32
Madrid,11/03/2022,45
Valencia,19/11/2021,35
Valencia,16/10/2022,55
Soria,10/09/2021,39
Toledo,17/10/2022,36
Toledo,12/04/2021,48
Valencia,06/03/2022,47
Madrid,06/01/2022,54
Cuenca,14/03/2022,47
Salamanca,25/04/2022,30
Cuenca,27/04/2022,43
Palencia,10/07/2021,37
Leon,27/01/2022,33
Palencia,07/06/2022,40
Palencia,26/11/2021,42
Madrid,24/09/2022,42
Valencia,11/07/2021,41
Badajoz,30/04/2022,46
Salamanca,10/02/2021,50
Palencia,08/04/2022,48
Albacete,10/03/2022,44
Toledo,12/08/2021,42
Leon,11/04/2021,43
Soria,09/03/2022,30
Albacete,24/12/2021,39
Palencia,20/03/2022,55
Cuenca,18/12/2021,54
Soria,19/08/2022,45
Toledo,01/05/2022,34
Murcia,25/05/2022,45
Albacete,14/11/2021,53
Albacete,01/08/2022,41
Madrid,10/03/2021,31
Badajoz,12/08/2021,46
Toledo,21/10/2021,37
Palencia,25/03/2022,52
Toledo,20/11/2021,43
Albacete,25/01/2022,41
Madrid,03/10/2022,41
Toledo,08/03/2022,45
Murcia,03/11/2022,48
Albacete,06/03/2022,38
Albacete,31/05/2022,37
Madrid,13/09/2022,52
Salamanca,09/09/2022,33
Burgos,20/06/2022,34
Madrid,15/12/2021,30
Toledo,20/03/2022,38
Burgos,17/04/2022,44
Madrid,12/07/2021,47
Salamanca,07/10/2022,51
Salamanca,02/01/2022,39
Albacete,25/07/2022,55
Albacete,16/06/2022,52
Palencia,29/03/2022,53
Burgos,28/09/2022,30
Leon,01/09/2022,54
Toledo,11/06/2021,34
Badajoz,19/04/2022,46
Burgos,05/07/2022,37
Salamanca,04/03/2022,52
Palencia,04/09/2022,44
Burgos,04/09/2022,55
Salamanca,15/08/2022,47
Leon,31/10/2021,34
Valencia,04/07/2022,30
Valencia,29/10/2021,34
Palencia,16/08/2022,42
Salamanca,06/03/2022,54
Murcia,17/02/2022,51
Murcia,28/07/2022,38
Leon,25/04/2022,40
Madrid,22/08/2022,36
Leon,02/08/2022,45
Albacete,11/12/2021,36
Madrid,11/02/2022,35
Salamanca,18/03/2022,36
Soria,17/01/2022,42
Albacete,21/09/2022,40
Cuenca,26/04/2022,32
Madrid,28/07/2022,43
Madrid,17/02/2022,35
Salamanca,14/06/2022,51
Murcia,04/08/2022,39
Albacete,09/01/2022,38
Murcia,01/04/2022,53
Toledo,17/07/2022,32
Palencia,22/10/2022,37
Badajoz,02/11/2022,43
Albacete,23/06/2022,44
Toledo,15/11/2021,54
Cuenca,30/09/2021,47
Madrid,18/11/2021,33
Badajoz,14/11/2021,37
Murcia,26/02/2022,36
Cuenca,05/09/2022,32
Toledo,30/12/2021,32
Madrid,07/09/2022,44
Salamanca,26/01/2022,40
Palencia,31/08/2022,37
Albacete,16/12/2021,54
Burgos,19/09/2022,55
Burgos,20/02/2022,42
Soria,06/12/2022,44
Palencia,27/08/2022,47
Madrid,01/11/2022,31
Soria,10/04/2022,51
Valencia,13/07/2022,32
Badajoz,04/05/2022,41
Leon,20/07/2022,31
Palencia,03/09/2022,50
Burgos,29/03/2022,34
Palencia,23/02/2022,37
Burgos,07/06/2022,49
Salamanca,05/02/2022,55
Cuenca,25/08/2022,49
Murcia,19/11/2021,42
Leon,06/04/2022,36
Salamanca,23/12/2021,49
Salamanca,15/03/2022,42
Salamanca,27/01/2022,48
Salamanca,04/07/2022,33
Leon,27/06/2022,39
Albacete,09/04/2022,30
Toledo,26/10/2022,43
Palencia,10/10/2021,32
Madrid,19/09/2022,47
Palencia,15/10/2022,54
Murcia,04/12/2022,34
Palencia,06/06/2022,32
Toledo,25/03/2022,52
Salamanca,30/08/2022,54
Soria,17/09/2022,37
Madrid,17/10/2022,37
Soria,14/06/2022,47
Salamanca,25/10/2021,46
Valencia,03/10/2022,47
Soria,08/04/2022,30
Leon,09/12/2022,51
Badajoz,10/02/2021,46
Toledo,19/07/2022,51
Palencia,01/04/2022,47
Valencia,13/09/2022,37
Burgos,01/09/2022,37
Leon,16/11/2021,46
Madrid,02/04/2022,43
Valencia,14/08/2022,37
Palencia,02/11/2022,41
Cuenca,10/08/2021,46
Albacete,21/04/2022,33
Burgos,07/09/2022,35
Toledo,19/10/2022,55
Soria,17/01/2022,48
Toledo,11/02/2021,55
Cuenca,12/03/2021,31
Murcia,09/07/2022,44
Burgos,18/12/2021,42
Badajoz,24/01/2022,39
Madrid,24/02/2022,48
Cuenca,03/08/2022,39
Soria,21/09/2022,43
Albacete,12/07/2021,30
Salamanca,11/02/2022,44
Cuenca,03/09/2022,30
Murcia,12/09/2021,34
Badajoz,02/06/2022,32
Toledo,23/11/2021,47
Salamanca,22/02/2022,33
Badajoz,06/08/2022,37
Albacete,06/05/2022,38
Leon,21/03/2022,45
Murcia,06/12/2022,35
Soria,31/08/2022,54
Murcia,01/05/2022,45
Murcia,19/06/2022,41
Albacete,17/10/2022,44
Toledo,05/12/2022,40
Murcia,13/04/2022,50
Cuenca,19/05/2022,41
Madrid,29/04/2022,44
Murcia,14/09/2022,31
Badajoz,06/10/2022,47
Leon,01/05/2022,32
Cuenca,19/01/2022,43
Toledo,05/10/2022,43
Murcia,10/02/2021,40
Albacete,21/06/2022,40
Palencia,05/11/2022,41
Madrid,25/10/2022,50
Madrid,03/01/2022,54
Albacete,18/01/2022,31
Palencia,10/07/2022,55
Soria,29/08/2022,36
Madrid,22/08/2022,41
Albacete,11/05/2021,49
Soria,04/05/2022,45
Badajoz,29/03/2022,44
Burgos,22/12/2021,53
Valencia,24/06/2022,34
Madrid,16/09/2022,34
Soria,18/08/2022,41
Albacete,14/12/2021,38
Burgos,26/11/2021,44
Albacete,07/07/2022,52
Palencia,10/06/2022,47
Cuenca,10/04/2021,46
Burgos,27/02/2022,54
Soria,19/06/2022,54
Soria,17/11/2021,39
Salamanca,25/11/2021,30
Murcia,03/09/2022,53
Toledo,20/10/2022,31
Leon,22/10/2022,47
Burgos,18/08/2022,36
Soria,17/04/2022,41
Toledo,26/09/2021,34
Salamanca,28/09/2022,36
Valencia,21/01/2022,31
Leon,14/06/2022,44
Salamanca,21/03/2022,45
Cuenca,19/12/2021,54
Murcia,30/03/2022,40
Palencia,12/09/2021,45
Cuenca,05/10/2022,54
Madrid,16/06/2022,39
Madrid,28/11/2021,47
Burgos,13/01/2022,54
Salamanca,26/06/2022,53
Valencia,26/10/2022,37
Salamanca,11/09/2021,34
Soria,14/08/2022,50
Cuenca,26/03/2022,43
Burgos,06/11/2022,55
Leon,19/09/2022,39
Palencia,27/07/2022,52
Salamanca,03/07/2022,43
Soria,19/10/2022,34
Murcia,13/11/2021,36
Burgos,18/03/2022,35
Valencia,09/11/2022,38
Badajoz,20/12/2021,50
Badajoz,23/10/2021,40
Leon,27/08/2022,49
Salamanca,11/09/2021,55
Burgos,29/03/2022,38
Madrid,30/04/2022,50
Leon,06/04/2022,43
Cuenca,06/06/2022,41
Valencia,18/02/2022,36
Palencia,02/12/2022,33
Badajoz,28/01/2022,42
Badajoz,01/12/2022,39
Valencia,13/08/2022,40
Valencia,21/08/2022,47
Toledo,28/05/2022,30
Valencia,04/11/2022,36
Leon,21/04/2022,47
Albacete,03/12/2022,47
Cuenca,10/03/2021,35
Leon,11/03/2021,33
Burgos,26/12/2021,40
Leon,22/03/2022,45
Toledo,04/04/2022,42
Albacete,26/07/2022,36
Burgos,17/12/2021,34
Toledo,15/07/2022,45
Murcia,08/07/2022,41
Salamanca,13/11/2021,50
Murcia,15/10/2021,40
Murcia,03/03/2022,44
Madrid,27/04/2022,49
Leon,05/09/2022,41
Toledo,01/01/2022,50
Salamanca,17/09/2022,33
Badajoz,01/01/2022,30
Salamanca,24/11/2021,36
Burgos,12/10/2021,55
Madrid,10/01/2021,48
Toledo,28/10/2021,50
Palencia,01/03/2022,55
Badajoz,04/04/2022,53
Toledo,12/08/2021,35
Salamanca,19/08/2022,37
Murcia,24/10/2022,34
Toledo,18/01/2022,36
Toledo,05/09/2022,51
Toledo,25/09/2022,34
Palencia,15/08/2022,51
Palencia,17/03/2022,42
Palencia,19/05/2022,51
Murcia,20/09/2022,48
Madrid,03/04/2022,52
Cuenca,15/05/2022,34
Badajoz,03/07/2022,48
Valencia,25/09/2022,47
Palencia,24/09/2022,35
Toledo,10/08/2022,51
Madrid,13/06/2022,52
Leon,10/07/2021,51
Valencia,26/10/2021,53
Albacete,28/03/2022,44
Cuenca,29/12/2021,47
Cuenca,09/04/2022,49
Cuenca,20/02/2022,46
Leon,29/10/2022,55
Albacete,05/09/2022,37
Albacete,11/04/2022,31
Salamanca,04/07/2022,43
Albacete,30/03/2022,33
Albacete,24/08/2022,52
Leon,29/12/2021,41
Burgos,12/12/2021,40
Badajoz,14/02/2022,53
Valencia,16/11/2021,31
Valencia,09/11/2022,37
Badajoz,06/09/2022,40
Toledo,24/06/2022,50
Toledo,31/07/2022,37
Madrid,30/06/2022,53
Albacete,25/05/2022,37
Valencia,13/01/2022,49
Salamanca,11/07/2021,31
Soria,08/09/2022,43
Cuenca,01/12/2022,44
Albacete,10/08/2021,31
Murcia,03/11/2022,35
Albacete,04/09/2022,40
Soria,26/10/2022,46
Soria,16/05/2022,33
Valencia,10/10/2021,31
Cuenca,14/04/2022,30
Albacete,10/07/2021,41
Murcia,13/03/2022,50
Soria,22/07/2022,52
Burgos,25/02/2022,32
Leon,19/07/2022,49
Cuenca,17/09/2022,33
Soria,30/05/2022,54
Soria,02/12/2022,36
Cuenca,02/03/2022,49
Salamanca,16/06/2022,37
Leon,27/02/2022,34
Cuenca,20/10/2021,32
Salamanca,21/01/2022,38
Madrid,26/10/2022,43
Murcia,03/08/2022,30
Soria,25/10/2021,47
Badajoz,17/10/2022,39
Leon,13/11/2021,30
Burgos,14/03/2022,37
Badajoz,21/01/2022,55
Leon,24/03/2022,38
Badajoz,24/12/2021,41
Toledo,24/04/2022,32
Soria,30/05/2022,44
Valencia,08/04/2022,34
Murcia,28/10/2022,51
Murcia,10/07/2022,52
Toledo,22/09/2022,31
Cuenca,01/11/2022,39
Toledo,12/06/2021,44
Valencia,15/10/2021,30
Salamanca,19/03/2022,54
Burgos,10/02/2021,33
Valencia,05/12/2022,52
Murcia,25/07/2022,37
Salamanca,22/08/2022,38
Murcia,18/06/2022,49
Cuenca,29/01/2022,32
Palencia,10/05/2022,42
Toledo,25/08/2022,49
Leon,05/03/2022,55
Badajoz,17/08/2022,30
Palencia,26/08/2022,34
Badajoz,10/03/2022,36
Badajoz,19/04/2022,53
Toledo,05/09/2022,45
Murcia,28/05/2022,33
Palencia,31/08/2022,43
Palencia,06/08/2022,32
Burgos,02/06/2022,55
Toledo,10/07/2022,48
Soria,02/01/2022,49
Leon,04/10/2022,31
Burgos,06/01/2022,51
Madrid,10/12/2021,45
Albacete,28/03/2022,54
Valencia,13/03/2022,40
Madrid,22/03/2022,51
Toledo,29/01/2022,48
Burgos,19/10/2022,38
Badajoz,07/04/2022,42
Madrid,22/04/2022,35
Toledo,01/01/2022,46
Salamanca,08/07/2022,53
Cuenca,09/08/2022,48
Burgos,15/06/2022,46
Burgos,02/08/2022,55
Palencia,08/11/2022,30
Cuenca,18/10/2022,32
Salamanca,01/10/2022,33
Cuenca,18/01/2022,53
Toledo,11/06/2022,43
Albacete,24/10/2021,53
Cuenca,11/01/2021,36
Toledo,03/03/2022,53
Leon,16/06/2022,49
Leon,12/02/2021,33
Toledo,18/08/2022,47
Soria,22/07/2022,55
Madrid,14/08/2022,54
Toledo,23/07/2022,38
Soria,30/01/2022,32
Madrid,25/01/2022,52
Murcia,15/04/2022,39
Toledo,26/04/2022,49
Soria,11/01/2022,32
Soria,26/03/2022,39
Burgos,17/05/2022,38
Albacete,06/06/2022,39
Burgos,26/02/2022,43
Badajoz,04/07/2022,38
Valencia,23/03/2022,52
Burgos,22/07/2022,46
Murcia,04/04/2022,42
Valencia,07/09/2022,34
Soria,01/11/2022,37
Palencia,31/07/2022,41
Leon,20/01/2022,32
Burgos,26/09/2021,47
Palencia,29/09/2021,32
Burgos,12/06/2021,34
Badajoz,11/02/2021,46
Burgos,27/10/2021,46
Albacete,07/04/2022,46
Salamanca,24/01/2022,40
Madrid,31/03/2022,40
Burgos,21/10/2022,30
Badajoz,10/06/2021,54
Badajoz,07/01/2022,55
Soria,20/08/2022,37
Toledo,03/03/2022,54
Leon,17/12/2021,35
Salamanca,11/03/2021,52
Madrid,29/09/2021,48
Albacete,27/07/2022,30
Madrid,05/02/2022,46
Murcia,19/10/2022,44
Soria,01/08/2022,47
Leon,19/12/2021,43
Salamanca,30/11/2021,35
Burgos,03/04/2022,32
Burgos,31/12/2021,47
Salamanca,08/06/2022,54
Murcia,24/09/2022,52
Albacete,17/04/2022,35
Burgos,16/10/2022,45
Soria,19/07/2022,46
Soria,02/11/2022,37
Burgos,16/07/2022,37
Burgos,22/10/2021,41
Leon,09/02/2022,39
Albacete,14/02/2022,48
Toledo,23/11/2021,42
Burgos,21/11/2021,37
Salamanca,19/01/2022,53
Soria,31/03/2022,33
Leon,18/11/2021,48
Soria,06/04/2022,34
Valencia,26/03/2022,51
Madrid,30/06/2022,39
Valencia,22/02/2022,30
Soria,03/12/2022,45
Palencia,03/05/2022,34
Albacete,20/01/2022,48
Palencia,04/05/2022,35
Burgos,10/09/2022,34
Cuenca,02/07/2022,30
Cuenca,16/12/2021,41
Valencia,10/11/2022,54
Toledo,16/08/2022,44
Albacete,23/02/2022,31
Soria,22/08/2022,45
Cuenca,17/05/2022,45
Toledo,01/11/2022,34
Palencia,02/01/2022,40
Soria,20/10/2022,47
Badajoz,04/11/2022,50
Valencia,01/09/2022,37
Burgos,31/01/2022,46
Toledo,08/01/2022,37
Palencia,13/10/2022,52
Salamanca,04/01/2022,30
Albacete,03/07/2022,46
Madrid,12/12/2021,48
Valencia,11/05/2022,42
Salamanca,27/10/2022,50
Albacete,06/06/2022,41
Soria,18/12/2021,30
Toledo,04/10/2022,43
Albacete,20/05/2022,45
Leon,10/08/2022,38
Murcia,29/05/2022,55
Murcia,03/11/2022,54
Valencia,02/03/2022,36
Palencia,20/02/2022,45
Palencia,24/10/2021,35
Palencia,21/10/2022,41
Albacete,05/02/2022,30
Salamanca,29/08/2022,31
Salamanca,06/10/2022,51
Valencia,18/11/2021,49
Toledo,29/05/2022,46
Salamanca,27/04/2022,52
Badajoz,22/11/2021,49
Palencia,06/06/2022,45
Murcia,10/05/2021,49
Soria,03/06/2022,32
Albacete,16/06/2022,39
Albacete,21/04/2022,47
Murcia,05/06/2022,50
Soria,15/10/2021,49
Badajoz,25/04/2022,54
Cuenca,22/01/2022,51
Palencia,19/04/2022,41
Murcia,15/06/2022,45
Albacete,06/04/2022,35
Valencia,29/10/2022,32
Madrid,20/11/2021,37
Badajoz,24/04/2022,41
Albacete,17/04/2022,54
Toledo,10/08/2021,41
Valencia,26/04/2022,36
Salamanca,20/07/2022,47
Toledo,05/04/2022,42
Leon,27/07/2022,42
Albacete,21/10/2022,47
Badajoz,04/06/2022,40
Badajoz,27/03/2022,39
Murcia,04/11/2022,52
Cuenca,26/04/2022,38
Valencia,18/02/2022,30
Soria,30/03/2022,43
Burgos,01/04/2022,42
Palencia,13/07/2022,46
Burgos,26/08/2022,44
Madrid,17/03/2022,42
Badajoz,01/11/2022,41
Palencia,01/09/2022,37
Valencia,27/09/2022,38
Valencia,08/01/2022,49
Valencia,03/03/2022,31
Leon,11/04/2021,54
Albacete,12/11/2021,39
Cuenca,06/03/2022,53
Albacete,20/07/2022,42
Palencia,27/10/2021,50
Palencia,11/03/2021,54
Leon,29/10/2022,49
Salamanca,11/01/2021,32
Burgos,11/04/2021,52
Badajoz,27/05/2022,55
Leon,22/10/2022,39
Cuenca,28/09/2022,55
Valencia,15/08/2022,32
Toledo,01/05/2022,48
Leon,15/06/2022,45
Soria,25/07/2022,43
Murcia,17/01/2022,54
Burgos,01/01/2022,32
Cuenca,20/01/2022,54
Leon,25/03/2022,49
Valencia,14/10/2022,45
Madrid,19/04/2022,42
Toledo,13/03/2022,55
Valencia,08/03/2022,45
Badajoz,26/07/2022,39
Valencia,23/12/2021,49
Salamanca,03/08/2022,42
Madrid,22/03/2022,37
Murcia,05/04/2022,42
Burgos,05/12/2022,50
Palencia,07/01/2022,50
Murcia,16/09/2022,34
Badajoz,06/05/2022,35
Madrid,10/03/2021,47
Soria,06/04/2022,47
Burgos,14/01/2022,32
Soria,18/12/2021,41
Burgos,22/05/2022,33
Albacete,21/02/2022,41
Badajoz,26/02/2022,46
Salamanca,14/02/2022,41
Madrid,10/03/2022,33
Toledo,30/11/2021,38
Palencia,13/01/2022,52
Valencia,06/10/2022,46
Badajoz,29/11/2021,39
Soria,09/10/2022,32
Albacete,10/03/2022,46
Leon,10/03/2022,45
Cuenca,30/03/2022,53
Badajoz,01/09/2022,52
Leon,21/07/2022,44
Badajoz,17/11/2021,31
Madrid,03/10/2022,32
Badajoz,05/08/2022,38
Toledo,17/12/2021,49
Soria,21/02/2022,30
Albacete,22/06/2022,33
Madrid,12/05/2021,47
Murcia,01/01/2022,54
Albacete,14/03/2022,47
Salamanca,27/11/2021,54
Badajoz,27/07/2022,37
Soria,18/10/2021,31
Albacete,11/07/2021,32
Salamanca,06/10/2022,30
Toledo,20/01/2022,35
Burgos,29/12/2021,53
Leon,11/12/2021,53
Burgos,10/01/2021,41
Salamanca,01/09/2022,39
Badajoz,11/07/2022,30
Toledo,27/04/2022,39
Albacete,03/09/2022,32
Soria,06/04/2022,48
Palencia,08/03/2022,34
Murcia,19/05/2022,38
Madrid,10/09/2021,55
Leon,06/02/2022,45
Palencia,26/04/2022,35
Leon,11/06/2022,36
Valencia,15/12/2021,54
Salamanca,02/03/2022,40
Valencia,14/04/2022,52
Palencia,11/04/2021,49
Madrid,09/01/2022,48
Albacete,19/06/2022,49
Toledo,03/12/2022,51
Leon,28/12/2021,45
Madrid,07/07/2022,36
Albacete,05/03/2022,34
Valencia,22/06/2022,35
Cuenca,13/03/2022,45
Toledo,27/11/2021,44
Madrid,14/02/2022,52
Burgos,21/04/2022,36
Cuenca,11/03/2022,32
Badajoz,22/08/2022,47
Madrid,26/05/2022,31
Cuenca,11/05/2021,41
Soria,18/09/2022,52
Valencia,08/01/2022,50
Murcia,05/01/2022,36
Leon,27/12/2021,54
Cuenca,10/07/2022,43
Albacete,12/01/2021,43
Burgos,17/02/2022,35
Badajoz,17/10/2021,31
Palencia,29/06/2022,42
Badajoz,08/10/2022,46
Leon,17/09/2022,44
Leon,29/04/2022,51
Madrid,22/08/2022,35
Murcia,24/04/2022,33
Soria,06/05/2022,34
Toledo,27/07/2022,32
Badajoz,11/06/2021,44
Badajoz,11/04/2021,41
Leon,22/04/2022,42
Soria,17/10/2021,52
Palencia,29/09/2021,39
Valencia,28/04/2022,52
Cuenca,20/07/2022,44
Badajoz,14/10/2021,44
Soria,06/02/2022,48
Valencia,14/06/2022,46
Soria,15/09/2022,37
Soria,06/09/2022,36
Cuenca,18/07/2022,54
Valencia,11/07/2021,43
Albacete,28/06/2022,49
Albacete,01/03/2022,50
Badajoz,25/12/2021,48
Soria,14/12/2021,42
Soria,28/10/2022,43
Cuenca,12/07/2021,34
Toledo,10/10/2021,38
Salamanca,11/02/2022,43
Cuenca,11/10/2021,32
Leon,20/11/2021,40
Albacete,15/10/2022,33
Burgos,07/08/2022,54
Palencia,02/10/2022,44
Badajoz,27/02/2022,53
Valencia,06/04/2022,35
Murcia,10/01/2021,33
Cuenca,22/12/2021,46
Burgos,24/02/2022,45
Soria,11/05/2021,38
Valencia,06/04/2022,49
Soria,05/04/2022,49
Toledo,22/12/2021,38
Badajoz,08/07/2022,55
Valencia,16/04/2022,32
Burgos,04/07/2022,33
Cuenca,19/02/2022,35
Toledo,22/06/2022,50
Cuenca,15/08/2022,47
Valencia,14/09/2022,46
Valencia,11/03/2021,49
Murcia,11/09/2021,53
Murcia,11/03/2022,41
Burgos,25/12/2021,35
Murcia,10/11/2021,53
Burgos,09/05/2022,49
Toledo,26/01/2022,32
Soria,24/03/2022,31
Burgos,22/04/2022,45
Leon,08/03/2022,31
Palencia,31/10/2021,47
Salamanca,05/07/2022,53
Palencia,28/10/2021,33
Madrid,27/01/2022,51
Burgos,31/03/2022,35
Leon,25/08/2022,40
Palencia,11/09/2021,43
Badajoz,22/07/2022,31
Badajoz,01/05/2022,51
Leon,17/09/2022,32
Madrid,29/06/2022,35
Burgos,20/09/2022,45
Salamanca,24/01/2022,48
Valencia,10/11/2022,54
Leon,31/05/2022,52
Palencia,02/03/2022,40
Burgos,09/03/2022,53
Leon,05/03/2022,35
Albacete,16/10/2022,49
Burgos,28/10/2022,31
Toledo,26/03/2022,30
Salamanca,23/09/2022,53
Albacete,27/10/2022,49
